iter	Passed	Remaining
1659	102825	52032
1660	102886	51969
1661	102945	51906
1662	103024	51852
1663	103088	51792
1664	103147	51728
1665	103211	51667
1666	103288	51613
1667	103353	51552
1668	103417	51492
1669	103462	51421
1670	103521	51358
1671	103565	51287
1672	103614	51219
1673	103695	51166
1674	103756	51103
1675	103824	51044
1676	103885	50982
1677	103952	50923
1678	104004	50856
1679	104073	50797
1680	104141	50738
1681	104189	50670
1682	104253	50608
1683	104318	50548
1684	104379	50486
1685	104454	50430
1686	104526	50373
1687	104589	50311
1688	104641	50245
1689	104688	50176
1690	104737	50107
1691	104806	50049
1692	104873	49990
1693	104934	49927
1694	104995	49865
1695	105048	49798
1696	105088	49726
1697	105148	49663
1698	105195	49594
1699	105239	49524
1700	105302	49462
1701	105370	49404
1702	105438	49344
1703	105490	49278
1704	105549	49215
1705	105609	49152
1706	105679	49094
1707	105738	49030
1708	105796	48967
1709	105861	48906
1710	105927	48846
1711	105970	48776
1712	106028	48712
1713	106082	48646
1714	106151	48588
1715	106212	48526
1716	106290	48471
1717	106357	48411
1718	106398	48340
1719	106460	48278
1720	106514	48212
1721	106585	48155
1722	106658	48098
1723	106732	48041
1724	106811	47987
1725	106878	47928
1726	106939	47865
1727	106997	47802
1728	107059	47740
1729	107122	47678
1730	107186	47617
1731	107241	47552
1732	107300	47489
1733	107360	47426
1734	107425	47366
1735	107501	47310
1736	107560	47247
1737	107614	47181
1738	107668	47116
1739	107733	47055
1740	107799	46996
1741	107855	46931
1742	107918	46870
1743	107968	46802
1744	108019	46736
1745	108078	46673
1746	108152	46616
1747	108208	46551
1748	108274	46491
1749	108319	46422
1750	108373	46357
1751	108445	46299
1752	108517	46242
1753	108575	46178
1754	108646	46120
1755	108693	46052
1756	108744	45986
1757	108812	45926
1758	108879	45866
1759	108932	45801
1760	109000	45741
1761	109055	45677
1762	109122	45617
1763	109179	45553
1764	109253	45496
1765	109317	45435
1766	109375	45371
1767	109428	45306
1768	109484	45242
1769	109550	45181
1770	109610	45119
1771	109670	45056
1772	109740	44997
1773	109799	44934
1774	109868	44875
1775	109924	44811
1776	109993	44752
1777	110044	44686
1778	110117	44628
1779	110169	44562
1780	110230	44500
1781	110301	44442
1782	110378	44386
1783	110445	44326
1784	110502	44262
1785	110563	44200
1786	110619	44136
1787	110663	44067
1788	110719	44003
1789	110773	43938
1790	110852	43882
1791	110916	43822
1792	110984	43762
1793	111057	43704
1794	111112	43640
1795	111183	43582
1796	111227	43512
1797	111294	43453
1798	111356	43391
1799	111409	43326
1800	111468	43262
1801	111531	43201
1802	111586	43136
1803	111651	43076
1804	111731	43021
1805	111796	42960
1806	111841	42892
1807	111908	42832
1808	111957	42765
1809	112013	42701
1810	112086	42643
1811	112165	42588
1812	112245	42533
1813	112306	42470
1814	112372	42410
1815	112444	42352
1816	112491	42284
1817	112565	42227
1818	112608	42158
1819	112675	42098
1820	112744	42039
1821	112814	41980
1822	112875	41918
1823	112942	41858
1824	113004	41796
1825	113053	41729
1826	113120	41669
1827	113186	41608
1828	113244	41545
1829	113295	41479
1830	113350	41415
1831	113410	41352
1832	113453	41283
1833	113522	41224
1834	113577	41160
1835	113634	41096
1836	113702	41036
1837	113758	40972
1838	113825	40912
1839	113878	40847
1840	113925	40780
1841	113988	40719
1842	114058	40659
1843	114124	40599
1844	114179	40535
1845	114229	40469
1846	114290	40406
1847	114341	40341
1848	114418	40284
1849	114481	40223
1850	114524	40154
1851	114592	40094
1852	114658	40034
1853	114726	39974
1854	114796	39915
1855	114854	39852
1856	114924	39793
1857	114980	39729
1858	115036	39665
1859	115119	39611
1860	115185	39550
1861	115263	39494
1862	115338	39436
1863	115386	39370
1864	115445	39307
1865	115513	39247
1866	115567	39182
1867	115624	39119
1868	115682	39055
1869	115724	38987
1870	115783	38924
1871	115838	38860
1872	115898	38797
1873	115968	38738
1874	116021	38673
1875	116062	38605
1876	116116	38540
1877	116185	38480
1878	116247	38419
1879	116306	38356
1880	116362	38292
1881	116402	38223
1882	116458	38159
1883	116518	38097
1884	116573	38033
1885	116632	37970
1886	116699	37910
1887	116760	37848
1888	116825	37787
1889	116891	37727
1890	116954	37665
1891	117011	37602
1892	117072	37539
1893	117145	37481
1894	117203	37418
1895	117266	37356
1896	117312	37290
1897	117390	37233
1898	117461	37174
1899	117518	37111
1900	117590	37052
1901	117659	36992
1902	117712	36928
1903	117763	36863
1904	117816	36798
1905	117883	36738
1906	117949	36677
1907	118000	36612
1908	118069	36552
1909	118143	36494
1910	118200	36431
1911	118273	36372
1912	118345	36314
1913	118408	36252
1914	118470	36190
1915	118521	36125
1916	118580	36062
1917	118657	36005
1918	118719	35943
1919	118789	35884
1920	118847	35821
1921	118911	35759
1922	118961	35694
1923	119003	35626
1924	119053	35561
1925	119110	35498
1926	119167	35434
1927	119229	35373
1928	119298	35313
1929	119367	35253
1930	119416	35188
1931	119486	35128
1932	119551	35067
1933	119611	35005
1934	119679	34945
1935	119727	34879
1936	119780	34814
1937	119832	34750
1938	119878	34683
1939	119933	34620
1940	119989	34556
1941	120052	34495
1942	120114	34433
1943	120192	34375
1944	120248	34312
1945	120302	34248
1946	120355	34184
1947	120416	34122
1948	120470	34058
1949	120524	33994
1950	120598	33935
1951	120643	33869
1952	120703	33806
1953	120767	33745
1954	120834	33685
1955	120901	33624
1956	120958	33561
1957	121028	33502
1958	121101	33443
1959	121153	33379
1960	121205	33314
1961	121258	33250
1962	121325	33189
1963	121399	33131
1964	121468	33071
1965	121535	33011
1966	121594	32948
1967	121654	32886
1968	121703	32821
1969	121761	32758
1970	121808	32692
1971	121884	32634
1972	121941	32571
1973	122017	32513
1974	122078	32451
1975	122122	32384
1976	122176	32320
1977	122215	32253
1978	122277	32191
1979	122338	32129
1980	122399	32067
1981	122471	32008
1982	122528	31945
1983	122584	31881
1984	122658	31823
1985	122708	31758
1986	122755	31692
1987	122806	31628
1988	122864	31565
1989	122930	31504
1990	122980	31440
1991	123036	31376
1992	123116	31319
1993	123191	31261
1994	123235	31194
1995	123276	31127
1996	123345	31067
1997	123400	31004
1998	123467	30944
1999	123521	30880
2000	123571	30815
2001	123626	30752
2002	123687	30690
2003	123736	30625
2004	123801	30564
2005	123859	30501
2006	123909	30437
2007	123974	30376
2008	124026	30312
2009	124092	30251
2010	124155	30189
2011	124231	30131
2012	124311	30074
2013	124380	30014
2014	124451	29954
2015	124513	29893
2016	124579	29832
2017	124664	29776
2018	124721	29713
2019	124786	29652
2020	124829	29586
2021	124873	29520
2022	124952	29462
2023	125029	29404
2024	125088	29341
2025	125147	29279
2026	125214	29218
2027	125262	29153
2028	125318	29090
2029	125366	29025
2030	125414	28960
2031	125499	28904
2032	125563	28843
2033	125630	28782
2034	125673	28716
2035	125739	28655
2036	125790	28591
2037	125863	28532
2038	125930	28471
2039	125990	28409
2040	126063	28350
2041	126124	28288
2042	126193	28228
2043	126259	28167
2044	126330	28107
2045	126385	28044
2046	126463	27986
2047	126518	27923
2048	126603	27866
2049	126672	27806
2050	126742	27746
2051	126796	27682
2052	126857	27620
2053	126908	27556
2054	126976	27496
2055	127026	27431
2056	127088	27370
2057	127149	27308
2058	127191	27242
2059	127242	27177
2060	127299	27115
2061	127357	27052
2062	127434	26994
2063	127493	26931
2064	127548	26868
2065	127604	26805
2066	127673	26745
2067	127724	26681
2068	127769	26616
2069	127829	26553
2070	127901	26494
2071	127973	26434
2072	128056	26377
2073	128128	26317
2074	128178	26253
2075	128227	26189
2076	128279	26125
2077	128338	26062
2078	128409	26003
2079	128472	25941
2080	128532	25879
2081	128592	25817
2082	128658	25756
2083	128710	25692
2084	128767	25629
2085	128825	25567
2086	128889	25506
2087	128935	25441
2088	128998	25379
2089	129051	25316
2090	129118	25255
2091	129168	25191
2092	129221	25128
2093	129276	25065
2094	129318	24999
2095	129377	24937
2096	129428	24873
2097	129494	24812
2098	129540	24747
2099	129605	24686
2100	129673	24626
2101	129748	24567
2102	129817	24506
2103	129885	24446
2104	129945	24383
2105	130003	24321
2106	130058	24258
2107	130115	24196
2108	130179	24134
2109	130256	24075
2110	130315	24013
2111	130383	23953
2112	130451	23892
2113	130515	23831
2114	130569	23768
2115	130636	23707
2116	130694	23644
2117	130753	23582
2118	130803	23518
2119	130867	23457
2120	130931	23396
2121	130987	23333
2122	131047	23271
2123	131105	23208
2124	131164	23146
2125	131232	23086
2126	131286	23023
2127	131342	22960
2128	131396	22897
2129	131442	22832
2130	131501	22770
2131	131567	22709
2132	131618	22645
2133	131676	22583
2134	131740	22522
2135	131797	22459
2136	131866	22399
2137	131918	22336
2138	131975	22273
2139	132043	22212
2140	132096	22149
2141	132154	22087
2142	132225	22027
2143	132290	21966
2144	132352	21904
2145	132404	21841
2146	132460	21778
2147	132516	21715
2148	132576	21653
2149	132637	21592
2150	132705	21531
2151	132755	21467
2152	132817	21406
2153	132880	21344
2154	132934	21281
2155	133003	21221
2156	133063	21159
2157	133126	21097
2158	133181	21035
2159	133243	20973
2160	133301	20911
2161	133367	20850
2162	133435	20789
2163	133503	20728
2164	133557	20665
2165	133636	20606
2166	133701	20545
2167	133766	20484
2168	133836	20424
2169	133882	20360
2170	133944	20298
2171	134001	20235
2172	134061	20174
2173	134124	20112
2174	134190	20051
2175	134251	19989
2176	134306	19926
2177	134364	19864
2178	134432	19803
2179	134508	19744
2180	134561	19681
2181	134622	19619
2182	134675	19556
2183	134745	19496
2184	134810	19434
2185	134873	19373
2186	134937	19312
2187	135015	19252
2188	135075	19190
2189	135134	19128
2190	135189	19066
2191	135246	19003
2192	135300	18940
2193	135366	18879
2194	135417	18816
2195	135482	18755
2196	135538	18692
2197	135603	18631
2198	135663	18569
2199	135720	18507
2200	135779	18445
2201	135843	18383
2202	135904	18322
2203	135969	18260
2204	136043	18200
2205	136122	18141
2206	136186	18080
2207	136251	18018
2208	136331	17959
2209	136386	17896
2210	136441	17834
2211	136507	17773
2212	136580	17712
2213	136664	17654
2214	136737	17593
2215	136812	17533
2216	136873	17471
2217	136934	17410
2218	137001	17349
2219	137072	17288
2220	137146	17228
2221	137208	17166
2222	137273	17105
2223	137339	17043
2224	137403	16982
2225	137454	16919
2226	137509	16856
2227	137576	16795
2228	137659	16736
2229	137726	16675
2230	137779	16612
2231	137832	16549
2232	137889	16487
2233	137946	16425
2234	138006	16363
2235	138073	16302
2236	138115	16238
2237	138173	16175
2238	138243	16115
2239	138303	16053
2240	138368	15991
2241	138425	15929
2242	138469	15865
2243	138533	15804
2244	138599	15742
2245	138647	15679
2246	138707	15617
2247	138752	15554
2248	138806	15491
2249	138879	15431
2250	138925	15367
2251	138995	15306
2252	139066	15246
2253	139135	15185
2254	139199	15123
2255	139254	15061
2256	139312	14999
2257	139374	14937
2258	139439	14876
2259	139500	14814
2260	139561	14752
2261	139630	14691
2262	139676	14628
2263	139727	14565
2264	139782	14502
2265	139840	14440
2266	139920	14380
2267	139987	14319
2268	140048	14257
2269	140114	14196
2270	140179	14135
2271	140228	14072
2272	140293	14010
2273	140358	13949
2274	140419	13887
2275	140482	13826
2276	140538	13763
2277	140611	13703
2278	140670	13641
2279	140723	13578
2280	140788	13517
2281	140865	13456
2282	140926	13395
2283	140984	13333
2284	141051	13271
2285	141107	13209
2286	141163	13147
2287	141226	13085
2288	141276	13022
2289	141348	12962
2290	141414	12900
2291	141480	12839
2292	141551	12778
2293	141619	12717
2294	141695	12656
2295	141740	12593
2296	141803	12532
2297	141859	12469
2298	141928	12408
2299	141983	12346
2300	142055	12285
2301	142121	12224
2302	142194	12163
2303	142273	12103
2304	142324	12040
2305	142384	11978
2306	142445	11916
2307	142515	11855
2308	142586	11794
2309	142656	11733
2310	142726	11672
2311	142793	11611
2312	142846	11548
2313	142910	11487
2314	142979	11425
2315	143040	11364
2316	143105	11302
2317	143181	11242
2318	143227	11179
2319	143286	11117
2320	143343	11054
2321	143396	10992
2322	143453	10930
2323	143522	10869
2324	143591	10807
2325	143645	10745
2326	143724	10685
2327	143779	10622
2328	143857	10562
2329	143913	10500
2330	143964	10437
2331	144017	10375
2332	144070	10312
2333	144123	10250
2334	144175	10187
2335	144242	10126
2336	144302	10064
2337	144370	10003
2338	144437	9942
2339	144497	9880
2340	144553	9818
2341	144618	9756
2342	144686	9695
2343	144748	9633
2344	144799	9570
2345	144874	9510
2346	144946	9449
2347	145018	9387
2348	145078	9326
2349	145148	9264
2350	145217	9203
2351	145272	9141
2352	145349	9080
2353	145415	9018
2354	145479	8957
2355	145543	8895
2356	145606	8834
2357	145658	8771
2358	145700	8708
2359	145775	8647
2360	145837	8585
2361	145914	8525
2362	145958	8462
2363	146029	8401
2364	146078	8338
2365	146130	8276
2366	146195	8214
2367	146247	8152
2368	146301	8090
2369	146357	8028
2370	146427	7966
2371	146500	7905
2372	146560	7843
2373	146617	7781
2374	146676	7719
2375	146743	7658
2376	146805	7596
2377	146867	7534
2378	146919	7472
2379	146985	7411
2380	147061	7350
2381	147103	7287
2382	147170	7225
2383	147225	7163
2384	147289	7102
2385	147347	7040
2386	147422	6978
2387	147490	6917
2388	147564	6856
2389	147624	6794
2390	147684	6732
2391	147748	6670
2392	147817	6609
2393	147878	6547
2394	147955	6486
2395	148022	6424
2396	148076	6362
2397	148125	6300
2398	148189	6238
2399	148259	6177
2400	148314	6115
2401	148359	6052
2402	148426	5991
2403	148483	5929
2404	148542	5867
2405	148599	5805
2406	148660	5743
2407	148723	5682
2408	148787	5620
2409	148853	5558
2410	148918	5497
2411	148999	5436
2412	149060	5374
2413	149129	5312
2414	149195	5251
2415	149260	5189
2416	149305	5127
2417	149363	5065
2418	149426	5003
2419	149497	4942
2420	149566	4880
2421	149630	4818
2422	149677	4756
2423	149735	4694
2424	149804	4633
2425	149863	4571
2426	149911	4509
2427	149973	4447
2428	150035	4385
2429	150108	4324
2430	150178	4262
2431	150237	4200
2432	150288	4138
2433	150343	4076
2434	150404	4014
2435	150467	3953
2436	150544	3891
2437	150614	3830
2438	150672	3768
2439	150718	3706
2440	150790	3644
2441	150856	3583
2442	150934	3521
2443	151001	3459
2444	151065	3398
2445	151131	3336
2446	151192	3274
2447	151259	3213
2448	151306	3150
2449	151355	3088
2450	151415	3027
2451	151487	2965
2452	151542	2903
2453	151595	2841
2454	151651	2779
2455	151717	2718
2456	151772	2656
2457	151823	2594
2458	151888	2532
2459	151947	2470
2460	152022	2409
2461	152081	2347
2462	152144	2285
2463	152191	2223
2464	152255	2161
2465	152319	2100
2466	152394	2038
2467	152447	1976
2468	152513	1914
2469	152586	1853
2470	152660	1791
2471	152720	1729
2472	152780	1668
2473	152848	1606
2474	152895	1544
2475	152956	1482
2476	153026	1420
2477	153080	1359
2478	153159	1297
2479	153227	1235
2480	153305	1174
2481	153360	1112
2482	153415	1050
2483	153468	988
2484	153545	926
2485	153611	865
2486	153665	803
2487	153720	741
2488	153786	679
2489	153862	617
2490	153914	556
2491	153964	494
2492	154029	432
2493	154100	370
2494	154162	308
2495	154219	247
2496	154263	185
2497	154321	123
2498	154390	61
2499	154447	0
