iter	MultiClass
260	1.248705072
261	1.248670218
262	1.24863154
263	1.248566891
264	1.248523604
265	1.248471547
266	1.248432308
267	1.248376653
268	1.248332579
269	1.248294014
270	1.248255337
271	1.248212163
272	1.248167639
273	1.248107037
274	1.248068472
275	1.24803002
276	1.247982123
277	1.247939286
278	1.247891052
279	1.247835397
280	1.247767937
281	1.247711607
282	1.247675404
283	1.247635827
284	1.247590629
285	1.247553863
286	1.247514511
287	1.247473585
288	1.247427937
289	1.247397018
290	1.247349458
291	1.247306171
292	1.247267269
293	1.247212289
294	1.247164954
295	1.247088275
296	1.247037005
297	1.246994055
298	1.246961449
299	1.246924121
300	1.246862058
301	1.246814161
302	1.246782005
303	1.246735907
304	1.246694981
305	1.246649895
306	1.246601211
307	1.246566469
308	1.246525094
309	1.246486979
310	1.246434472
311	1.246399168
312	1.246355993
313	1.246314056
314	1.246259525
315	1.246207468
316	1.246164744
317	1.246121906
318	1.246069962
319	1.246032634
320	1.24599688
321	1.245955504
322	1.245914354
323	1.245876351
324	1.245821146
325	1.245776397
326	1.24572985
327	1.245693983
328	1.24561944
329	1.245582449
330	1.245540849
331	1.245508917
332	1.245461358
333	1.245421219
334	1.245365677
335	1.24531362
336	1.245281689
337	1.245251669
338	1.24521108
339	1.245158911
340	1.245108428
341	1.245045915
342	1.244967099
343	1.24493202
344	1.244886147
345	1.24485118
346	1.244802608
347	1.244771914
348	1.244736835
349	1.244692311
350	1.24465071
351	1.244617542
352	1.244583587
353	1.244544348
354	1.24450241
355	1.24445665
356	1.244416961
357	1.244386828
358	1.244347139
359	1.244320717
360	1.244284401
361	1.244247298
362	1.244191643
363	1.244149256
364	1.244110129
365	1.244072688
366	1.244042556
367	1.244005678
368	1.243966888
369	1.243942603
370	1.243908198
371	1.243876042
372	1.243821849
373	1.243776088
374	1.243720883
375	1.243676135
376	1.243641617
377	1.2435863
378	1.24354841
379	1.243520639
380	1.243481624
381	1.24345003
382	1.243414389
383	1.243382008
384	1.243331637
385	1.243293185
386	1.243254395
387	1.243222239
388	1.243183787
389	1.243147808
390	1.243096089
391	1.243064382
392	1.243009515
393	1.24296173
394	1.24292474
395	1.242857729
396	1.242822088
397	1.242788357
398	1.242755639
399	1.242713701
400	1.242680084
401	1.242654561
402	1.242618245
403	1.242584403
404	1.242546625
405	1.242518179
406	1.24245724
407	1.242412829
408	1.242384383
409	1.242353126
410	1.242323444
411	1.242282068
412	1.242241255
413	1.242209773
414	1.242180428
415	1.242154006
416	1.242107121
417	1.242071255
418	1.242022009
419	1.24198232
420	1.241956685
421	1.24192273
422	1.241901817
423	1.241871123
424	1.24184189
425	1.241807485
426	1.241774992
427	1.241738226
428	1.241699436
429	1.241674589
430	1.241634225
431	1.241605442
432	1.241566989
433	1.241534833
434	1.241504589
435	1.241459952
436	1.241424873
437	1.241378326
438	1.241345607
439	1.241312439
440	1.241265217
441	1.241228226
442	1.24119326
443	1.241143002
444	1.24111242
445	1.241074867
446	1.241042936
447	1.241020112
448	1.240978624
449	1.240936573
450	1.240895423
451	1.240852698
452	1.240817731
453	1.240784001
454	1.240749259
455	1.240710244
456	1.240675615
457	1.240647056
458	1.240617149
459	1.240567903
460	1.240541481
461	1.240509775
462	1.240472334
463	1.240442652
464	1.240417579
465	1.240387559
466	1.240356078
467	1.240323022
468	1.24030121
469	1.240262083
470	1.240223856
471	1.240178095
472	1.240134583
473	1.240099729
474	1.240059477
475	1.240030582
476	1.239994828
477	1.239955814
478	1.239917923
479	1.239888241
480	1.239862044
481	1.239822917
482	1.239776482
483	1.239734656
484	1.239689008
485	1.239661574
486	1.239632904
487	1.239594227
488	1.239560272
489	1.239536323
490	1.239501806
491	1.239461217
492	1.239400503
493	1.239360139
494	1.239315166
495	1.239277725
496	1.239236462
497	1.239215887
498	1.239189353
499	1.239156634
500	1.239116833
501	1.239088499
502	1.23904555
503	1.239023288
504	1.238970894
505	1.238933453
506	1.238911529
507	1.238876674
508	1.238844181
509	1.238812475
510	1.238788076
511	1.238747038
512	1.238719379
513	1.238686436
514	1.238657091
515	1.238626059
516	1.238587719
517	1.238549942
518	1.238507667
519	1.238466628
520	1.238439419
521	1.238396919
522	1.238373196
523	1.238340028
524	1.238313269
525	1.238273917
526	1.238252892
527	1.238207581
528	1.238174413
529	1.238138322
530	1.238107627
531	1.238077495
532	1.238033983
533	1.238005312
534	1.237978104
535	1.23792942
536	1.237907832
537	1.237876801
538	1.237839922
539	1.237796298
540	1.237762006
541	1.237728276
542	1.237702753
543	1.237667112
544	1.237638554
545	1.237606622
546	1.237572555
547	1.237540961
548	1.237511166
549	1.237474288
550	1.237439771
551	1.237407165
552	1.237361854
553	1.237340604
554	1.237302939
555	1.237280227
556	1.23724942
557	1.237216477
558	1.237174877
559	1.23715149
560	1.237120009
561	1.237085155
562	1.23705401
563	1.237015558
564	1.236987225
565	1.236953832
566	1.236919427
567	1.236885472
568	1.23685163
569	1.236825545
570	1.236785968
571	1.236739646
572	1.236683766
573	1.236650935
574	1.23662575
575	1.236581451
576	1.236551431
577	1.236504547
578	1.236467668
579	1.236430115
580	1.236397959
581	1.236370076
582	1.236342867
583	1.236296432
584	1.236263713
585	1.236225598
586	1.236197265
587	1.236172305
588	1.236136888
589	1.236105632
590	1.236079659
591	1.236053575
592	1.236016134
593	1.235983079
594	1.235948562
595	1.235903813
596	1.235880539
597	1.235847484
598	1.23581915
599	1.235775751
600	1.235738423
601	1.235709527
602	1.235680519
603	1.235655784
604	1.235610023
605	1.235583377
606	1.235552682
607	1.235514117
608	1.235486684
609	1.235464197
610	1.235415063
611	1.23539505
612	1.235355923
613	1.235327702
614	1.235291499
615	1.23526013
616	1.235239667
617	1.235202114
618	1.23515298
619	1.235116777
620	1.235083609
621	1.235046618
622	1.235007716
623	1.234972074
624	1.234948463
625	1.23491968
626	1.234893933
627	1.234861215
628	1.234834455
629	1.234813318
630	1.234777901
631	1.234748893
632	1.234722696
633	1.234693014
634	1.234671651
635	1.234637471
636	1.234612286
637	1.234589575
638	1.234561579
639	1.234531446
640	1.234505362
641	1.234467584
642	1.234441162
643	1.234409006
644	1.23438056
645	1.234337386
646	1.234302868
647	1.234275884
648	1.234251261
649	1.234217644
650	1.23418605
651	1.234157492
652	1.234133543
653	1.234109258
654	1.234077888
655	1.234041797
656	1.234007505
657	1.233987717
658	1.233959383
659	1.233931837
660	1.233901705
661	1.233867188
662	1.233824013
663	1.233791407
664	1.233758464
665	1.233728894
666	1.233694602
667	1.233673352
668	1.233638272
669	1.233610389
670	1.233580481
671	1.233554847
672	1.233523927
673	1.233496493
674	1.233476818
675	1.233444437
676	1.233407896
677	1.233381136
678	1.2333582
679	1.233334476
680	1.233309853
681	1.233281183
682	1.233253749
683	1.233214734
684	1.233165826
685	1.233131533
686	1.23309443
687	1.233063061
688	1.233019325
689	1.232976375
690	1.232954563
691	1.232925555
692	1.232901944
693	1.232872936
694	1.232855509
695	1.232823802
696	1.232791534
697	1.232756567
698	1.232735542
699	1.232698101
700	1.232675165
701	1.232645595
702	1.232617711
703	1.232588141
704	1.232553174
705	1.232530013
706	1.232494484
707	1.232463902
708	1.232440853
709	1.232415668
710	1.232387447
711	1.232340337
712	1.232312678
713	1.232265456
714	1.232232176
715	1.232204629
716	1.232168426
717	1.232135258
718	1.232104226
719	1.232080053
720	1.232044299
721	1.232009557
722	1.231983697
723	1.231956938
724	1.231935913
725	1.231907017
726	1.231887116
727	1.231864405
728	1.231838995
729	1.231807851
730	1.231779967
731	1.231756806
732	1.231730384
733	1.231696092
734	1.231662699
735	1.231632117
736	1.231595463
737	1.231564319
738	1.231534974
739	1.231505179
740	1.231472686
741	1.231438056
742	1.231410397
743	1.2313851
744	1.23134215
745	1.23131258
746	1.231289081
747	1.231263109
748	1.231231403
749	1.231211277
750	1.231168777
751	1.231144829
752	1.231120768
753	1.231085014
754	1.231058817
755	1.231030933
756	1.231004961
757	1.230978314
758	1.23094807
759	1.230922322
760	1.230884994
761	1.230856661
762	1.23082518
763	1.230800332
764	1.230774697
765	1.230746701
766	1.230721628
767	1.230679915
768	1.23064596
769	1.230617514
770	1.23058682
771	1.230561073
772	1.230534201
773	1.230495074
774	1.230461569
775	1.2304302
776	1.230406251
777	1.230381516
778	1.230352958
779	1.230322488
780	1.230291119
781	1.230264585
782	1.230239062
783	1.230213877
784	1.230179248
785	1.230143831
786	1.230110101
787	1.230080418
788	1.230059393
789	1.230007111
790	1.229980577
791	1.229949658
792	1.229925597
793	1.229890405
794	1.229869043
795	1.229843633
796	1.229817998
797	1.229784268
798	1.229752449
799	1.229722542
800	1.229686788
801	1.22965688
802	1.229624274
803	1.229594592
804	1.229563448
805	1.229536126
806	1.229515214
807	1.229486768
808	1.229464618
809	1.229442244
810	1.229407052
811	1.229379169
812	1.229353197
813	1.229315756
814	1.229297992
815	1.229270783
816	1.229239076
817	1.229207145
818	1.229176001
819	1.229145869
820	1.229118997
821	1.229090214
822	1.229057608
823	1.229027701
824	1.228989811
825	1.22896159
826	1.228930895
827	1.228900876
828	1.228867145
829	1.228840499
830	1.228803395
831	1.228770452
832	1.228728402
833	1.228710525
834	1.228675783
835	1.228640816
836	1.228619679
837	1.228580552
838	1.228551544
839	1.228529394
840	1.22850657
841	1.228485883
842	1.228448442
843	1.228428092
844	1.22840493
845	1.228383455
846	1.22835501
847	1.228326002
848	1.228303627
849	1.228285301
850	1.228252582
851	1.228235155
852	1.228209858
853	1.228181075
854	1.228146895
855	1.228127106
856	1.228093826
857	1.22806628
858	1.228038396
859	1.228007364
860	1.227985215
861	1.227962054
862	1.227936531
863	1.227909322
864	1.22787458
865	1.227843099
866	1.227807457
867	1.227781373
868	1.227751802
869	1.227729765
870	1.22770919
871	1.227687265
872	1.22765882
873	1.227630262
874	1.227613846
875	1.227583826
876	1.227556955
877	1.227534131
878	1.22750175
879	1.227479375
880	1.227447782
881	1.227424733
882	1.227398086
883	1.227371439
884	1.227342768
885	1.227308476
886	1.227282167
887	1.227256532
888	1.227232246
889	1.227210996
890	1.22719222
891	1.227169171
892	1.227138251
893	1.227112954
894	1.227080123
895	1.227050441
896	1.227017835
897	1.226987703
898	1.226959369
899	1.226940818
900	1.22691552
901	1.226872008
902	1.226837603
903	1.226815004
904	1.226789594
905	1.226764971
906	1.2267372
907	1.226711003
908	1.22667716
909	1.226649839
910	1.22663095
911	1.226589912
912	1.226558768
913	1.226522676
914	1.226494343
915	1.226469158
916	1.226443748
917	1.226417663
918	1.226388655
919	1.226359872
920	1.226335812
921	1.226316361
922	1.226294324
923	1.22625767
924	1.226234171
925	1.226209886
926	1.226188411
927	1.226160302
928	1.226135117
929	1.226112968
930	1.226085084
931	1.22604607
932	1.22601931
933	1.225987154
934	1.225961182
935	1.22593566
936	1.225909688
937	1.225884727
938	1.225858418
939	1.225822102
940	1.22578646
941	1.225763861
942	1.225744522
943	1.225729231
944	1.225703934
945	1.225686731
946	1.225664919
947	1.225647829
948	1.225622981
949	1.225593636
950	1.225572611
951	1.225535508
952	1.225507287
953	1.225484463
954	1.22546074
955	1.225422062
956	1.225405085
957	1.225373154
958	1.225353028
959	1.225331553
960	1.225304569
961	1.22528242
962	1.22525701
963	1.225239357
964	1.225207876
965	1.225179655
966	1.225148961
967	1.22512861
968	1.225105112
969	1.225071606
970	1.225053617
971	1.225027195
972	1.225003247
973	1.22498492
974	1.224965919
975	1.224943544
976	1.224908128
977	1.224884966
978	1.224859556
979	1.224837069
980	1.224800191
981	1.224771745
982	1.224750158
983	1.224722949
984	1.224693491
985	1.224669768
986	1.224643908
987	1.224625919
988	1.224592076
989	1.224574649
990	1.224542605
991	1.224520568
992	1.224495833
993	1.224462553
994	1.224437705
995	1.224415218
996	1.224387784
997	1.224348432
998	1.224322685
999	1.224296713
1000	1.224277037
1001	1.224253538
1002	1.224224643
1003	1.224208565
1004	1.224184391
1005	1.224158532
1006	1.224135258
1007	1.224106137
1008	1.224077017
1009	1.224054193
1010	1.224028108
1011	1.223995952
1012	1.223971329
1013	1.223950642
1014	1.223925681
1015	1.223896448
1016	1.223873849
1017	1.223855635
1018	1.223825953
1019	1.223807064
1020	1.223777494
1021	1.223751409
1022	1.2237242
1023	1.223686984
1024	1.223665734
1025	1.223640549
1026	1.223603559
1027	1.22357219
1028	1.223539471
1029	1.223519458
1030	1.22349967
1031	1.2234701
1032	1.223436594
1033	1.223408936
1034	1.223383301
1035	1.223351482
1036	1.22332596
1037	1.223307071
1038	1.223282448
1039	1.223265807
1040	1.22324006
1041	1.22320633
1042	1.223188565
1043	1.223161694
1044	1.223133473
1045	1.223105252
1046	1.223070173
1047	1.223047011
1048	1.223016767
1049	1.222978652
1050	1.222937051
1051	1.222910404
1052	1.22288342
1053	1.222860259
1054	1.222831026
1055	1.222806965
1056	1.222779756
1057	1.222746026
1058	1.222709373
1059	1.222683963
1060	1.222656979
1061	1.222626509
1062	1.22259604
1063	1.222564558
1064	1.222536112
1065	1.22250598
1066	1.222479221
1067	1.222456622
1068	1.222433685
1069	1.22240344
1070	1.222375894
1071	1.222355544
1072	1.22233227
1073	1.222300226
1074	1.222264585
1075	1.22224727
1076	1.222208818
1077	1.222182396
1078	1.222156648
1079	1.222134949
1080	1.222112799
1081	1.222091774
1082	1.22206434
1083	1.22203432
1084	1.222017568
1085	1.221985974
1086	1.221965061
1087	1.221933805
1088	1.221896589
1089	1.221870167
1090	1.221840372
1091	1.221803381
1092	1.221783143
1093	1.221756384
1094	1.22173446
1095	1.221706576
1096	1.221682515
1097	1.221658005
1098	1.221633269
1099	1.221607185
1100	1.221582337
1101	1.221550405
1102	1.22152567
1103	1.221498461
1104	1.221466193
1105	1.221446292
1106	1.221417958
1107	1.221397271
1108	1.221365002
1109	1.221346113
1110	1.221321153
1111	1.221297542
1112	1.221259652
1113	1.221230644
1114	1.221209731
1115	1.221183647
1116	1.221159811
1117	1.221137099
1118	1.221118322
1119	1.221094149
1120	1.221056934
1121	1.221030512
1122	1.220991947
1123	1.220958667
1124	1.220927522
1125	1.220908071
1126	1.220878501
1127	1.220858038
1128	1.220835102
1129	1.220797886
1130	1.220768204
1131	1.220743806
1132	1.220718508
1133	1.220693997
1134	1.220668475
1135	1.220640816
1136	1.220611471
1137	1.220585386
1138	1.220555591
1139	1.220535916
1140	1.220500499
1141	1.220472953
1142	1.22044282
1143	1.220424381
1144	1.220395486
1145	1.220374348
1146	1.220344441
1147	1.220324203
1148	1.220292721
1149	1.22026495
1150	1.220234256
1151	1.220214692
1152	1.220189057
1153	1.220169606
1154	1.220143634
1155	1.220121147
1156	1.220093039
1157	1.220073475
1158	1.22004829
1159	1.220018383
1160	1.21999286
1161	1.219960704
1162	1.219927424
1163	1.219903363
1164	1.219873231
1165	1.219854679
1166	1.219826458
1167	1.219795876
1168	1.219775638
1169	1.219748317
1170	1.21972628
1171	1.219689739
1172	1.219665341
1173	1.219642854
1174	1.219615533
1175	1.219594508
1176	1.219566174
1177	1.219541326
1178	1.219518278
1179	1.219498602
1180	1.219477801
1181	1.219441373
1182	1.219411353
1183	1.21938212
1184	1.219354911
1185	1.219331525
1186	1.219312186
1187	1.2192897
1188	1.219263165
1189	1.219239442
1190	1.219210546
1191	1.219176929
1192	1.219151406
1193	1.219126783
1194	1.219106433
1195	1.219073602
1196	1.219041558
1197	1.219020421
1198	1.218986128
1199	1.218958582
1200	1.218922379
1201	1.218900117
1202	1.218874594
1203	1.218851433
1204	1.218823662
1205	1.218797465
1206	1.218768344
1207	1.218740348
1208	1.2187155
1209	1.218695487
1210	1.21866603
1211	1.218629376
1212	1.218602617
1213	1.218571135
1214	1.218544039
1215	1.218521889
1216	1.218489284
1217	1.218458477
1218	1.218435765
1219	1.218408556
1220	1.218389555
1221	1.218365044
1222	1.218335812
1223	1.218315573
1224	1.218294773
1225	1.218270263
1226	1.218249912
1227	1.218221579
1228	1.218201791
1229	1.218170984
1230	1.218134105
1231	1.218108358
1232	1.218083398
1233	1.218055064
1234	1.218039099
1235	1.218015038
1236	1.217987829
1237	1.217968153
1238	1.217940719
1239	1.217920819
1240	1.21790193
1241	1.217877532
1242	1.217852796
1243	1.217822551
1244	1.217783649
1245	1.217756215
1246	1.217738451
1247	1.21771023
1248	1.217687069
1249	1.217664919
1250	1.217640746
1251	1.217610839
1252	1.217576546
1253	1.217539443
1254	1.217507962
1255	1.217477042
1256	1.217460627
1257	1.217441176
1258	1.217417902
1259	1.217393392
1260	1.217366745
1261	1.217337849
1262	1.21730693
1263	1.217274999
1264	1.217248802
1265	1.217218557
1266	1.217198769
1267	1.217164589
1268	1.217138055
1269	1.217118154
1270	1.217093981
1271	1.217070594
1272	1.217043835
1273	1.217018538
1274	1.216994139
1275	1.216974913
1276	1.216951752
1277	1.216930614
1278	1.216901606
1279	1.216883505
1280	1.21685326
1281	1.216824477
1282	1.21679783
1283	1.216765337
1284	1.216747909
1285	1.216718902
1286	1.216690118
1287	1.21666617
1288	1.216645707
1289	1.216625244
1290	1.216600059
1291	1.216582294
1292	1.216549239
1293	1.216519444
1294	1.216508313
1295	1.216486501
1296	1.216469523
1297	1.21643793
1298	1.216420952
1299	1.216392506
1300	1.216369232
1301	1.216347645
1302	1.21633123
1303	1.21630582
1304	1.216276025
1305	1.216239371
1306	1.216222169
1307	1.216190575
1308	1.216168651
1309	1.216150324
1310	1.216121653
1311	1.216095231
1312	1.216079041
1313	1.216049358
1314	1.216026534
1315	1.216003485
1316	1.215972903
1317	1.215936812
1318	1.215908929
1319	1.215873062
1320	1.215852824
1321	1.215824378
1322	1.215805265
1323	1.215776482
1324	1.215752084
1325	1.215736568
1326	1.215711832
1327	1.215686984
1328	1.215666521
1329	1.215639312
1330	1.215618175
1331	1.21559625
1332	1.215575787
1333	1.215553975
1334	1.215532838
1335	1.215510688
1336	1.215487414
1337	1.215466502
1338	1.215437044
1339	1.215398479
1340	1.215375655
1341	1.21533293
1342	1.215301337
1343	1.215279637
1344	1.215260973
1345	1.215243208
1346	1.215223645
1347	1.215205431
1348	1.215177997
1349	1.215159895
1350	1.215132011
1351	1.215111099
1352	1.215080966
1353	1.215063089
1354	1.215042514
1355	1.215019015
1356	1.214998777
1357	1.214980001
1358	1.214954928
1359	1.21492637
1360	1.214903996
1361	1.214875437
1362	1.214857785
1363	1.214834512
1364	1.214812587
1365	1.214788189
1366	1.214752547
1367	1.214730735
1368	1.214701278
1369	1.214683625
1370	1.214656079
1371	1.21463258
1372	1.214609307
1373	1.21458266
1374	1.214557362
1375	1.214537686
1376	1.214505868
1377	1.2144718
1378	1.214446727
1379	1.214425702
1380	1.214406476
1381	1.214388937
1382	1.21436555
1383	1.21434981
1384	1.214326198
1385	1.214301238
1386	1.214283474
1387	1.214265484
1388	1.214244572
1389	1.214223996
1390	1.214198136
1391	1.214184419
1392	1.21415811
1393	1.214137759
1394	1.21411606
1395	1.214097058
1396	1.21407356
1397	1.214042078
1398	1.214019029
1399	1.213979678
1400	1.213956179
1401	1.213929082
1402	1.213899737
1403	1.213868481
1404	1.213848692
1405	1.213826318
1406	1.213797535
1407	1.213780895
1408	1.213756834
1409	1.213719731
1410	1.213700842
1411	1.21367858
1412	1.213656993
1413	1.213636192
1414	1.213614942
1415	1.213595716
1416	1.213561986
1417	1.213536689
1418	1.213511054
1419	1.213484519
1420	1.213461358
1421	1.213440895
1422	1.213417734
1423	1.213400306
1424	1.213376246
1425	1.213354771
1426	1.213335207
1427	1.213313508
1428	1.213293944
1429	1.213265723
1430	1.213250432
1431	1.213227158
1432	1.213193203
1433	1.213180161
1434	1.213159586
1435	1.213133838
1436	1.213110115
1437	1.213087516
1438	1.213071213
1439	1.213044116
1440	1.21302489
1441	1.212993409
1442	1.212969573
1443	1.212945399
1444	1.212922463
1445	1.212897615
1446	1.212879176
1447	1.212854665
1448	1.212827569
1449	1.212810254
1450	1.212790578
1451	1.212766742
1452	1.212737397
1453	1.212714685
1454	1.212689163
1455	1.212666114
1456	1.212635644
1457	1.212614394
1458	1.212589097
1459	1.212567847
1460	1.212538277
1461	1.212519725
1462	1.212500499
1463	1.212475426
1464	1.212452377
1465	1.212428204
1466	1.21240583
1467	1.212392563
1468	1.212368727
1469	1.212351749
1470	1.212325552
1471	1.212304527
1472	1.212284176
1473	1.212267649
1474	1.212245049
1475	1.212213905
1476	1.212193217
1477	1.212175453
1478	1.212153641
1479	1.212128456
1480	1.212107768
1481	1.212080896
1482	1.21206167
1483	1.212038846
1484	1.212021981
1485	1.211990837
1486	1.211965314
1487	1.21194249
1488	1.211915281
1489	1.211892232
1490	1.211860863
1491	1.21184085
1492	1.211812854
1493	1.211794302
1494	1.211773277
1495	1.211742021
1496	1.211717735
1497	1.211695361
1498	1.211668939
1499	1.211648476
1500	1.211612834
1501	1.21159507
1502	1.211580453
1503	1.211554594
1504	1.211527947
1505	1.211506022
1506	1.211491069
1507	1.211470268
1508	1.21144958
1509	1.211432266
1510	1.211416637
1511	1.211387067
1512	1.211365592
1513	1.211338496
1514	1.211309488
1515	1.211277782
1516	1.211254058
1517	1.211232808
1518	1.211215943
1519	1.211199528
1520	1.211169845
1521	1.211147471
1522	1.211122623
1523	1.211102048
1524	1.211082934
1525	1.211052464
1526	1.211037511
1527	1.211017947
1528	1.210998721
1529	1.210968476
1530	1.210952173
1531	1.210928787
1532	1.210908324
1533	1.210887299
1534	1.210865375
1535	1.210838728
1536	1.210815904
1537	1.2108005
1538	1.210777451
1539	1.210750242
1540	1.210728992
1541	1.21069841
1542	1.210675586
1543	1.210652425
1544	1.210633873
1545	1.210618807
1546	1.210592498
1547	1.21056304
1548	1.210534707
1549	1.210511546
1550	1.210490633
1551	1.21046927
1552	1.210441949
1553	1.210420811
1554	1.210401136
1555	1.210382584
1556	1.210358186
1557	1.210339409
1558	1.210308603
1559	1.210277009
1560	1.210246427
1561	1.210225402
1562	1.210200891
1563	1.210167048
1564	1.210141414
1565	1.210119039
1566	1.210093742
1567	1.210076427
1568	1.21005855
1569	1.210039099
1570	1.210014139
1571	1.209985918
1572	1.209969615
1573	1.209945554
1574	1.209924866
1575	1.209899456
1576	1.209874721
1577	1.209851559
1578	1.209809734
1579	1.209787585
1580	1.209762849
1581	1.209740025
1582	1.209719337
1583	1.209694377
1584	1.209670316
1585	1.209648167
1586	1.209629503
1587	1.209601507
1588	1.209583742
1589	1.209560356
1590	1.209537757
1591	1.209519767
1592	1.209485812
1593	1.209465911
1594	1.20943027
1595	1.209409132
1596	1.209379225
1597	1.209360449
1598	1.209331666
1599	1.209307942
1600	1.20928568
1601	1.209263418
1602	1.209243742
1603	1.20921777
1604	1.209199443
1605	1.209180779
1606	1.209157281
1607	1.209122651
1608	1.209109721
1609	1.209090158
1610	1.209066884
1611	1.20904451
1612	1.209017301
1613	1.208995826
1614	1.208975813
1615	1.208944893
1616	1.208918022
1617	1.208900032
1618	1.208873835
1619	1.208849437
1620	1.208837182
1621	1.208806712
1622	1.208776468
1623	1.208753081
1624	1.208721937
1625	1.208700575
1626	1.20867539
1627	1.208652678
1628	1.20862412
1629	1.208596124
1630	1.208575099
1631	1.20854744
1632	1.208528776
1633	1.208503478
1634	1.208486164
1635	1.208452883
1636	1.208422976
1637	1.208393181
1638	1.208371369
1639	1.208344834
1640	1.208321448
1641	1.208301435
1642	1.208270741
1643	1.208240833
1644	1.208220932
1645	1.208206653
1646	1.208180344
1647	1.208160668
1648	1.208136944
1649	1.208116594
1650	1.208087136
1651	1.208063862
1652	1.208043962
1653	1.208023724
1654	1.207996177
1655	1.207967619
1656	1.207935238
1657	1.207911402
1658	1.207882169
1659	1.207865079
1660	1.207853049
1661	1.207826402
1662	1.207799868
1663	1.207774908
