iter	MultiClass
1664	1.207753882
1665	1.207730721
1666	1.207698565
1667	1.207678439
1668	1.207655615
1669	1.207640324
1670	1.207621998
1671	1.207603221
1672	1.207582421
1673	1.207545992
1674	1.207521707
1675	1.207498096
1676	1.207479432
1677	1.207455483
1678	1.207430973
1679	1.207410285
1680	1.207392745
1681	1.207371945
1682	1.207348334
1683	1.207315953
1684	1.207290655
1685	1.207263222
1686	1.207233539
1687	1.207215437
1688	1.207191264
1689	1.207172825
1690	1.207153149
1691	1.207122117
1692	1.207102216
1693	1.207088499
1694	1.207068486
1695	1.207040265
1696	1.207022164
1697	1.20700305
1698	1.206988433
1699	1.206972918
1700	1.20695639
1701	1.206925246
1702	1.206908943
1703	1.206891515
1704	1.206875662
1705	1.206849016
1706	1.206827878
1707	1.206806178
1708	1.206780543
1709	1.206761654
1710	1.206735795
1711	1.206719829
1712	1.206700715
1713	1.206677779
1714	1.206659227
1715	1.206641575
1716	1.206612792
1717	1.206580524
1718	1.206565233
1719	1.206543645
1720	1.206519697
1721	1.206494399
1722	1.206464717
1723	1.206440993
1724	1.206410186
1725	1.206389161
1726	1.206364876
1727	1.206346437
1728	1.206320352
1729	1.206301575
1730	1.206278976
1731	1.206253004
1732	1.206225233
1733	1.206206119
1734	1.206180709
1735	1.206148666
1736	1.206124717
1737	1.206100544
1738	1.206080193
1739	1.206057707
1740	1.206033309
1741	1.206011721
1742	1.205985524
1743	1.205970233
1744	1.20595393
1745	1.20592942
1746	1.205892317
1747	1.205872191
1748	1.205845544
1749	1.205828679
1750	1.20580979
1751	1.205773362
1752	1.2057511
1753	1.205729063
1754	1.20570815
1755	1.205690048
1756	1.205667561
1757	1.20564856
1758	1.205622476
1759	1.205600663
1760	1.205579526
1761	1.205561199
1762	1.20553444
1763	1.205509817
1764	1.205479572
1765	1.205447866
1766	1.205425829
1767	1.205406715
1768	1.205382205
1769	1.205358031
1770	1.205338693
1771	1.205314182
1772	1.205283375
1773	1.20525909
1774	1.205239639
1775	1.205221199
1776	1.205188031
1777	1.205175326
1778	1.20514823
1779	1.205128666
1780	1.205106067
1781	1.205072562
1782	1.205051762
1783	1.205026127
1784	1.205003977
1785	1.204985988
1786	1.204966087
1787	1.204941127
1788	1.204920776
1789	1.204897503
1790	1.204866583
1791	1.20484286
1792	1.204814302
1793	1.204791815
1794	1.204770902
1795	1.204743693
1796	1.204727615
1797	1.204690287
1798	1.204669824
1799	1.204650373
1800	1.20462575
1801	1.204603039
1802	1.204580327
1803	1.204556603
1804	1.204528045
1805	1.204506345
1806	1.204485995
1807	1.204463396
1808	1.204441696
1809	1.204420559
1810	1.204394249
1811	1.204372549
1812	1.204347701
1813	1.204326339
1814	1.204307338
1815	1.20428665
1816	1.204272034
1817	1.20425202
1818	1.204235717
1819	1.204210307
1820	1.204185797
1821	1.204160724
1822	1.204139024
1823	1.204120473
1824	1.204095625
1825	1.204074712
1826	1.204057173
1827	1.204025916
1828	1.204003092
1829	1.203982292
1830	1.203966439
1831	1.203938218
1832	1.203920566
1833	1.203904263
1834	1.203889421
1835	1.203865023
1836	1.203836915
1837	1.203811167
1838	1.20378171
1839	1.203759673
1840	1.203744719
1841	1.203720096
1842	1.203688277
1843	1.203664779
1844	1.203649488
1845	1.203634422
1846	1.203614296
1847	1.203598218
1848	1.203557742
1849	1.203535367
1850	1.20351794
1851	1.203498039
1852	1.203462848
1853	1.203441485
1854	1.203423833
1855	1.203401796
1856	1.203380771
1857	1.20336132
1858	1.203340969
1859	1.203315784
1860	1.203288013
1861	1.203260917
1862	1.20322595
1863	1.203206724
1864	1.203187385
1865	1.203163999
1866	1.203151631
1867	1.203128582
1868	1.203109581
1869	1.203091029
1870	1.203067193
1871	1.203052127
1872	1.203035262
1873	1.203014124
1874	1.203000295
1875	1.202986466
1876	1.202965216
1877	1.202938232
1878	1.202919118
1879	1.202900791
1880	1.202872346
1881	1.202855143
1882	1.202834006
1883	1.202816466
1884	1.20279218
1885	1.202775203
1886	1.202746645
1887	1.202725844
1888	1.202696949
1889	1.202672326
1890	1.202650401
1891	1.202627465
1892	1.20260554
1893	1.202583278
1894	1.202555957
1895	1.20253437
1896	1.202514469
1897	1.202479502
1898	1.202457577
1899	1.202440263
1900	1.202419237
1901	1.202395289
1902	1.202374264
1903	1.202353576
1904	1.202332101
1905	1.202308378
1906	1.202281394
1907	1.202263742
1908	1.202232935
1909	1.202213146
1910	1.202195044
1911	1.20216941
1912	1.202151308
1913	1.202129945
1914	1.202105322
1915	1.20208812
1916	1.202071142
1917	1.20205023
1918	1.202027855
1919	1.202003682
1920	1.201987941
1921	1.201968041
1922	1.201952975
1923	1.201937571
1924	1.201921156
1925	1.201898219
1926	1.201873147
1927	1.201852909
1928	1.201829522
1929	1.201810858
1930	1.201796917
1931	1.201775104
1932	1.201756665
1933	1.201730918
1934	1.201708431
1935	1.201694827
1936	1.20167189
1937	1.201647604
1938	1.201631976
1939	1.201610614
1940	1.201593861
1941	1.201572836
1942	1.201551474
1943	1.201515945
1944	1.201488736
1945	1.201469734
1946	1.201454556
1947	1.201438927
1948	1.201415991
1949	1.201387208
1950	1.201358425
1951	1.201337512
1952	1.201317386
1953	1.201295462
1954	1.201276461
1955	1.201256447
1956	1.201239582
1957	1.201223392
1958	1.201188537
1959	1.201166725
1960	1.201141428
1961	1.201121977
1962	1.20109533
1963	1.201069582
1964	1.201032929
1965	1.201013253
1966	1.200996613
1967	1.200978286
1968	1.200961646
1969	1.200944893
1970	1.200924206
1971	1.200891712
1972	1.200879232
1973	1.200855509
1974	1.200838531
1975	1.200817169
1976	1.200790859
1977	1.20077613
1978	1.20075162
1979	1.200731157
1980	1.200712718
1981	1.200682248
1982	1.200667969
1983	1.20064447
1984	1.200622208
1985	1.200597136
1986	1.200573862
1987	1.200554074
1988	1.200528776
1989	1.200505727
1990	1.200490099
1991	1.200471885
1992	1.200439841
1993	1.200416342
1994	1.200398915
1995	1.200384299
1996	1.200359226
1997	1.200335727
1998	1.200308406
1999	1.20029199
2000	1.200274226
2001	1.200258598
2002	1.200243532
2003	1.200224755
2004	1.200196197
2005	1.200173823
2006	1.200150212
2007	1.200133459
2008	1.200115132
2009	1.200087136
2010	1.200064649
2011	1.200039239
2012	1.200019676
2013	1.19999955
2014	1.199976389
2015	1.1999584
2016	1.199936925
2017	1.199905893
2018	1.199885542
2019	1.199862269
2020	1.199845628
2021	1.199831462
2022	1.199806277
2023	1.199788849
2024	1.199771535
2025	1.199755007
2026	1.199733757
2027	1.199718466
2028	1.199698115
2029	1.199676416
2030	1.19965258
2031	1.199612441
2032	1.19958006
2033	1.1995551
2034	1.199538909
2035	1.199514399
2036	1.199493486
2037	1.199473585
2038	1.199454696
2039	1.199429623
2040	1.199404663
2041	1.199383076
2042	1.199367223
2043	1.199340239
2044	1.199318651
2045	1.199293916
2046	1.199269855
2047	1.199250741
2048	1.199224095
2049	1.199205318
2050	1.199180358
2051	1.199163268
2052	1.199142355
2053	1.199127177
2054	1.199103003
2055	1.199079954
2056	1.199048473
2057	1.199025312
2058	1.19900766
2059	1.19899428
2060	1.198970669
2061	1.198952117
2062	1.198928619
2063	1.198908043
2064	1.198885556
2065	1.198861046
2066	1.198835186
2067	1.198820008
2068	1.19880258
2069	1.198780094
2070	1.198750636
2071	1.198726013
2072	1.198699591
2073	1.198674181
2074	1.198654393
2075	1.198635279
2076	1.19861639
2077	1.198594803
2078	1.198571866
2079	1.198552753
2080	1.198538923
2081	1.198515874
2082	1.198499459
2083	1.198479671
2084	1.198457858
2085	1.198431661
2086	1.198401304
2087	1.198384776
2088	1.198363414
2089	1.198350372
2090	1.198321364
2091	1.198303824
2092	1.198283923
2093	1.198268408
2094	1.198253904
2095	1.198231529
2096	1.198215001
2097	1.198192627
2098	1.198176212
2099	1.198152938
2100	1.198131351
2101	1.198110775
2102	1.198094135
2103	1.198063328
2104	1.198032971
2105	1.198012171
2106	1.197993619
2107	1.197976754
2108	1.197946285
2109	1.197912105
2110	1.197895577
2111	1.197873765
2112	1.197849704
2113	1.197825981
2114	1.197812151
2115	1.197786292
2116	1.197766616
2117	1.197746265
2118	1.197731649
2119	1.197710174
2120	1.197690386
2121	1.197669923
2122	1.197649572
2123	1.197632482
2124	1.197610333
2125	1.197591781
2126	1.197569744
2127	1.197552991
2128	1.197533878
2129	1.197511166
2130	1.197488342
2131	1.197463494
2132	1.197439996
2133	1.197418746
2134	1.197388726
2135	1.197367813
2136	1.197336107
2137	1.197312608
2138	1.197294956
2139	1.197276854
2140	1.1972628
2141	1.197245485
2142	1.197219963
2143	1.197199612
2144	1.197180161
2145	1.197156438
2146	1.197132602
2147	1.197106967
2148	1.197082906
2149	1.197058508
2150	1.197035684
2151	1.19701612
2152	1.196985651
2153	1.196965188
2154	1.196950122
2155	1.196924487
2156	1.196907172
2157	1.196888508
2158	1.196871193
2159	1.196846907
2160	1.196824308
2161	1.196803958
2162	1.196773376
2163	1.196748078
2164	1.196729864
2165	1.19671075
2166	1.196683541
2167	1.196666676
2168	1.196637331
2169	1.196618779
2170	1.196593819
2171	1.196577628
2172	1.196557953
2173	1.196538052
2174	1.196513991
2175	1.196494877
2176	1.196478799
2177	1.196466431
2178	1.196446643
2179	1.196416398
2180	1.196398859
2181	1.196382219
2182	1.196364342
2183	1.196343766
2184	1.196325552
2185	1.196304302
2186	1.196284289
2187	1.196258429
2188	1.196234481
2189	1.196215592
2190	1.196199064
2191	1.196177589
2192	1.196161736
2193	1.196140598
2194	1.196125195
2195	1.196101359
2196	1.196079884
2197	1.196059196
2198	1.196038621
2199	1.196021194
2200	1.195997583
2201	1.195972398
2202	1.195957331
2203	1.195932259
2204	1.195907748
2205	1.195885936
2206	1.195859514
2207	1.195836128
2208	1.195813641
2209	1.19579374
2210	1.195771478
2211	1.195746518
2212	1.195725381
2213	1.19569671
2214	1.195677371
2215	1.195650724
2216	1.195629812
2217	1.195610811
2218	1.195587087
2219	1.195562689
2220	1.195536267
2221	1.195516591
2222	1.195497927
2223	1.195480275
2224	1.195463185
2225	1.195441598
2226	1.195423271
2227	1.195404607
2228	1.195372788
2229	1.195352438
2230	1.195334223
2231	1.195310837
2232	1.19529386
2233	1.195274971
2234	1.195257544
2235	1.195236631
2236	1.195216955
2237	1.195189184
2238	1.195172319
2239	1.195155229
2240	1.195135553
2241	1.195110818
2242	1.195094402
2243	1.195072927
2244	1.19505089
2245	1.195033688
2246	1.195006367
2247	1.194992987
2248	1.194973423
2249	1.194951611
2250	1.194932385
2251	1.194912484
2252	1.19488966
2253	1.19486841
2254	1.194840976
2255	1.194819614
2256	1.194807246
2257	1.194780375
2258	1.194757775
2259	1.194729105
2260	1.194704032
2261	1.194684131
2262	1.194665467
2263	1.194647141
2264	1.194628589
2265	1.194610038
2266	1.194583616
2267	1.194556519
2268	1.194533245
2269	1.194518067
2270	1.194498728
2271	1.194479502
2272	1.194456003
2273	1.194439813
2274	1.194422498
2275	1.194403722
2276	1.194380448
2277	1.19435605
2278	1.194335025
2279	1.194320745
2280	1.194303431
2281	1.194277683
2282	1.194261268
2283	1.194242492
2284	1.194226414
2285	1.194203477
2286	1.194185263
2287	1.194161089
2288	1.194145124
2289	1.194109595
2290	1.194088008
2291	1.194064172
2292	1.19403314
2293	1.194012564
2294	1.193985693
2295	1.193965342
2296	1.19394353
2297	1.193917783
2298	1.193888438
2299	1.193873821
2300	1.193849648
2301	1.193820078
2302	1.193803775
2303	1.193780276
2304	1.193762962
2305	1.193739575
2306	1.193721586
2307	1.193699886
2308	1.193679873
2309	1.193657049
2310	1.193641083
2311	1.19362107
2312	1.193606791
2313	1.193587677
2314	1.193569013
2315	1.193551923
2316	1.193533821
2317	1.19351437
2318	1.193501778
2319	1.1934857
2320	1.193461414
2321	1.193440839
2322	1.193416665
2323	1.193390019
2324	1.193367757
2325	1.193347294
2326	1.193322896
2327	1.193308392
2328	1.19328523
2329	1.193261732
2330	1.193246103
2331	1.193227327
2332	1.193212261
2333	1.193195846
2334	1.193182803
2335	1.193151097
2336	1.193133445
2337	1.193118716
2338	1.193101289
2339	1.193076891
2340	1.193057777
2341	1.193040799
2342	1.193017975
2343	1.192998974
2344	1.192982784
2345	1.192956474
2346	1.192939497
2347	1.192913637
2348	1.192889351
2349	1.192867764
2350	1.19284449
2351	1.192823128
2352	1.192795581
2353	1.192772532
2354	1.192758816
2355	1.192739814
2356	1.192713167
2357	1.19269158
2358	1.192679212
2359	1.192651441
2360	1.192629854
2361	1.192602195
2362	1.192585218
2363	1.192563406
2364	1.19254283
2365	1.192520681
2366	1.192499656
2367	1.192480542
2368	1.192462553
2369	1.192442314
2370	1.192425112
2371	1.192397791
2372	1.192378115
2373	1.192359451
2374	1.192339325
2375	1.192313578
2376	1.192292665
2377	1.192268267
2378	1.192252976
2379	1.192230264
2380	1.192208115
2381	1.192193948
2382	1.192167976
2383	1.192149087
2384	1.192135483
2385	1.192117493
2386	1.192095681
2387	1.192075331
2388	1.192050145
2389	1.192031257
2390	1.192011131
2391	1.191986958
2392	1.191960985
2393	1.191936812
2394	1.191904993
2395	1.191887229
2396	1.191868228
2397	1.191849676
2398	1.191828539
2399	1.19180088
2400	1.191784015
2401	1.191765013
2402	1.191741964
2403	1.191724537
2404	1.191702163
2405	1.191683387
2406	1.191668096
2407	1.191644709
2408	1.191626045
2409	1.191602996
2410	1.191585906
2411	1.191561059
2412	1.191543631
2413	1.191522606
2414	1.191501356
2415	1.191479657
2416	1.191460318
2417	1.191441317
2418	1.191415682
2419	1.191401515
2420	1.19137678
2421	1.191359915
2422	1.191343612
2423	1.191317977
2424	1.191294028
2425	1.191274802
2426	1.191260636
2427	1.191236462
2428	1.191218136
2429	1.191195312
2430	1.191169452
2431	1.191152812
2432	1.191131224
2433	1.191106376
2434	1.191083552
2435	1.191065338
2436	1.19103678
2437	1.191013056
2438	1.190984611
2439	1.190969657
2440	1.190946383
2441	1.190924459
2442	1.190897474
2443	1.190877686
2444	1.190856998
2445	1.190834736
2446	1.190807865
2447	1.190783916
2448	1.190759743
2449	1.190740854
2450	1.190722977
2451	1.190702402
2452	1.190685649
2453	1.190661026
2454	1.190635166
2455	1.190614816
2456	1.190600762
2457	1.190581648
2458	1.190556688
2459	1.190529141
2460	1.190507104
2461	1.190485517
2462	1.190460107
2463	1.190445716
2464	1.190427726
2465	1.19039973
2466	1.190374433
2467	1.19034981
2468	1.190325861
2469	1.190301575
2470	1.190279763
2471	1.1902593
2472	1.190236476
2473	1.190215789
2474	1.190198024
2475	1.190177111
2476	1.190157885
2477	1.190140345
2478	1.190115273
2479	1.190087614
2480	1.190067601
2481	1.190049499
2482	1.190033533
2483	1.190012508
2484	1.189987436
2485	1.189966186
2486	1.189949545
2487	1.18992481
2488	1.189899625
2489	1.189873203
2490	1.189857799
2491	1.189845657
2492	1.189828004
2493	1.189805855
2494	1.189785504
2495	1.189764254
2496	1.189751662
2497	1.189733448
2498	1.189710399
2499	1.189685888
